SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
5985-BEHZK,1,1,0,72,2,2,0,3,105.0,7560.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9127-QRZMH,0,1,0,44,1,2,1,2,59.85,2633.4,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5919-VCZYM,0,0,0,2,0,0,0,0,20.05,40.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9644-KVCNC,0,0,0,66,2,2,1,2,92.15,6081.900000000001,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2137-DQMEV,0,1,1,68,1,2,0,0,44.8,3046.3999999999996,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8174-LNWMW,0,0,0,31,0,1,0,3,20.9,647.9,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9279-CJEOJ,1,0,0,21,2,0,1,2,95.4,2003.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7964-VEXDG,0,0,1,21,2,0,0,1,80.35,1687.35,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404-JIBFC,0,1,1,55,1,1,1,2,85.1,4680.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0778-NELLA,0,0,0,9,1,0,1,3,34.7,312.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8029-XYPWT,1,1,0,71,2,1,1,2,115.05,8168.55,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4614-NUVZD,0,0,0,1,2,0,1,1,81.1,81.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4632-PAOYU,0,1,1,22,0,2,0,0,19.95,438.9,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3803-KMQFW,0,1,1,1,0,0,0,0,20.55,20.55,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6804-GDMOI,0,0,0,61,2,1,1,1,106.6,6502.599999999999,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2990-OGYTD,0,1,0,67,1,1,0,2,86.15,5772.05,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6646-JPPHA,1,0,0,14,2,0,0,1,78.85,1103.8999999999999,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9572-MTILT,0,1,0,59,2,0,1,1,106.75,6298.25,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7658-UYUQS,1,1,0,21,2,0,0,2,86.55,1817.55,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7880-XSOJX,0,0,0,4,1,0,0,0,42.4,169.6,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9611-CTWIH,0,0,0,3,2,0,1,1,89.45,268.35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4589-IUAJB,0,1,0,70,0,1,0,2,24.25,1697.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0329-GTIAJ,0,0,0,3,2,0,1,1,97.9,293.70000000000005,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8746-BFOAJ,1,0,0,21,0,2,0,2,20.5,430.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8457-XIGKN,0,0,0,20,0,0,1,3,19.6,392.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6072-NUQCB,0,1,1,22,0,2,0,2,20.25,445.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6629-CZTTH,0,0,0,1,1,0,1,0,55.7,55.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8838-GPHZP,0,0,0,63,0,1,1,0,20.6,1297.8000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8750-QWZAJ,0,1,1,70,0,1,0,2,19.8,1386.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5364-EVNIB,0,0,0,13,2,0,1,1,79.8,1037.3999999999999,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6918-UMQCG,0,0,0,5,2,0,0,1,80.2,401.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0675-NCDYU,0,1,1,72,2,1,1,3,116.4,8380.800000000001,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6339-DKLMK,0,0,0,13,1,0,1,1,31.65,411.45,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346-PJWTK,0,1,0,61,2,0,0,3,94.15,5743.150000000001,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5088-QZLRL,0,0,0,1,0,0,0,1,20.65,20.65,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8023-QHAIO,1,1,0,56,2,0,1,2,76.85,4303.599999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4397-FRLTA,0,0,0,4,0,0,0,0,20.15,80.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3057-VJJQE,0,0,0,35,1,1,0,0,55.25,1933.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5087-SUURX,0,1,0,18,1,0,1,1,39.05,702.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2302-OUZXB,0,1,0,72,1,1,0,2,82.15,5914.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8133-ANHHJ,1,0,0,49,2,2,0,2,103.0,5047.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2270-CHBFN,0,1,0,44,2,0,1,3,95.1,4184.4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0013-EXCHZ,1,1,0,3,2,0,1,0,83.9,251.70000000000002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5982-FPVQN,0,1,1,37,2,0,1,1,95.15,3520.55,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9107-UKCKY,0,1,0,61,1,2,1,1,79.8,4867.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4654-ULTTN,0,1,0,70,1,1,1,3,74.8,5236.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5550-VFRLC,1,0,0,1,2,0,1,1,69.85,69.85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5546-BYZSM,0,0,0,41,0,0,0,1,20.45,838.4499999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1492-KGETH,0,1,1,70,1,2,0,2,78.35,5484.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4929-BSTRX,0,0,0,1,1,0,1,0,53.55,53.55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4163-HFTUK,0,0,0,51,0,2,0,1,19.1,974.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8215-NGSPE,0,1,1,42,0,1,0,0,20.0,840.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2225-ZRGSG,0,1,1,70,2,1,0,2,93.9,6573.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8859-YSTWS,0,0,0,48,0,2,0,2,19.95,957.5999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5271-YNWVR,0,1,1,68,2,1,1,1,113.15,7694.200000000001,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7601-DHFWZ,0,0,0,48,0,1,0,3,24.0,1152.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2657-ALMWY,1,1,0,26,2,0,0,1,84.95,2208.7000000000003,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6330-JKLPC,0,1,0,11,2,0,1,2,80.5,885.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4667-OHGKG,0,0,0,1,0,0,1,0,19.3,19.3,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1998-VHJHK,0,0,0,27,0,2,0,0,19.15,517.05,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1707-HABPF,1,0,0,46,2,2,1,2,91.3,4199.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1660-HSOOQ,0,0,0,1,1,0,1,0,49.65,49.65,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7253-UVNDW,0,0,0,46,1,1,0,3,54.35,2500.1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0487-VVUVK,0,1,1,25,0,0,1,0,19.15,478.74999999999994,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7228-OMTPN,0,0,0,4,2,0,1,1,88.45,353.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5063-IUOKK,0,0,0,13,0,1,0,0,19.75,256.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4508-OEBEY,0,1,0,31,1,2,1,3,75.5,2340.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0027-KWYKW,0,1,1,23,2,0,1,1,83.75,1926.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2308-STERM,0,0,0,2,0,0,0,0,19.4,38.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5982-XMDEX,0,0,0,65,0,1,0,2,26.5,1722.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6284-AHOOQ,1,0,0,22,2,0,1,2,90.5,1991.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6051-PTVNS,0,1,1,55,0,2,0,3,19.15,1053.25,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2344-JMOGN,0,1,0,9,2,0,1,0,94.85,853.65,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3799-ISUZQ,0,1,1,7,2,0,1,2,69.95,489.65000000000003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2877-VDUER,0,1,1,35,1,2,0,0,40.9,1431.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9152-AMKAK,0,0,0,6,1,1,1,0,80.25,481.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1794-HBQTJ,0,0,0,1,1,0,1,3,48.6,48.6,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9432-VOFYX,0,0,0,17,2,0,1,1,70.8,1203.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8049-WJCLQ,0,1,1,10,1,0,0,0,60.2,602.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6586-PSJOX,0,0,1,15,1,2,0,3,55.2,828.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2460-FPSYH,1,0,0,40,1,0,1,1,55.8,2232.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9705-ZJBCG,0,1,1,13,1,2,0,2,54.15,703.9499999999999,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4818-DRBQT,0,1,0,29,2,0,1,2,80.15,2324.3500000000004,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320-HTRDR,0,0,0,3,2,0,1,1,75.5,226.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6847-KJLTS,1,1,0,58,2,0,1,2,100.4,5823.200000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
9670-BPNXF,0,0,0,45,1,2,1,3,62.55,2814.75,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3913-FCUUW,0,1,1,72,1,1,1,2,70.45,5072.400000000001,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3301-VKTGC,0,1,1,68,2,2,1,2,85.5,5814.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493-AMTIE,0,0,0,1,0,0,1,2,20.2,20.2,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9555-SAHUZ,0,1,1,38,1,0,0,1,54.5,2071.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0816-TSPHQ,0,0,0,2,0,0,0,0,20.75,41.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9932-WBWIK,0,0,0,11,0,0,0,0,20.35,223.85000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4619-EVPHY,1,1,0,20,2,2,1,2,91.0,1820.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5286-YHCVC,0,1,0,72,2,1,1,2,104.8,7545.599999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6424-ELEYH,0,1,0,3,2,0,1,3,74.75,224.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4391-RESHN,0,0,0,23,2,0,1,0,104.05,2393.15,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9115-YQHGA,0,0,0,40,1,0,1,1,51.1,2044.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4462-CYWMH,1,1,0,62,2,0,1,2,89.8,5567.599999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8963-MQVYN,0,0,1,22,0,0,1,1,20.55,452.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2458-EOMRE,0,0,0,11,1,0,0,2,64.05,704.55,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9334-GWGOW,1,1,0,7,2,0,1,1,74.85,523.9499999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6821-BUXUX,0,0,0,13,2,0,1,1,96.65,1256.45,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5028-HTLJB,1,0,0,1,0,0,0,0,20.05,20.05,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9801-GDWGV,0,0,0,39,2,0,1,1,103.45,4034.55,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6542-LWGXJ,0,1,0,3,1,0,0,0,25.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5567-GZKQY,0,0,0,58,0,1,0,3,20.3,1177.4,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1222-LRYKO,0,0,1,6,0,0,0,0,26.35,158.10000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2320-JRSDE,0,1,1,1,0,0,1,1,19.9,19.9,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2087-QAREY,0,1,0,22,1,0,1,0,54.7,1203.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0601-WZHJF,0,1,0,14,1,0,0,1,46.35,648.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4423-JWZJN,0,1,1,64,2,2,0,3,90.25,5776.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5143-WMWOG,0,0,0,1,0,0,0,1,19.95,19.95,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6490-FGZAT,0,0,0,6,0,0,0,0,20.65,123.89999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5393-RXQSZ,0,0,0,1,2,0,0,1,79.6,79.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7452-FOLON,0,0,1,39,0,2,0,2,25.45,992.55,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2320-TZRRH,0,0,0,20,0,2,0,0,19.5,390.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0231-LXVAP,0,0,0,1,2,0,1,1,75.9,75.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9444-JTXHZ,0,1,0,1,2,0,0,1,76.2,76.2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4942-VZZOM,0,1,0,64,1,2,1,3,66.15,4233.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5510-BOIUJ,0,0,1,1,0,0,0,0,19.25,19.25,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7502-BNYGS,0,1,0,46,1,0,1,3,69.1,3178.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4291-HYEBC,1,1,1,28,1,2,1,1,39.1,1094.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6147-CBCRA,0,1,0,33,0,0,0,0,20.05,661.65,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6047-SUHPR,0,1,1,39,1,2,0,1,59.8,2332.2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4471-KXAUH,0,1,0,42,2,0,1,1,84.3,3540.6,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9752-ZNQUT,0,0,0,1,1,0,1,1,48.6,48.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7638-QVMVY,0,0,0,7,2,0,1,1,79.0,553.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1576-PFZIW,1,1,0,70,2,1,0,3,105.35,7374.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5666-MBJPT,0,0,0,65,0,1,1,2,25.1,1631.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7312-XSBAT,0,0,0,1,1,0,0,1,49.75,49.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096-GKWEB,0,1,0,18,2,0,1,1,94.75,1705.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2371-JQHZZ,0,1,0,24,2,0,1,1,93.0,2232.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0674-GCDXG,0,0,0,63,1,1,1,2,71.9,4529.700000000001,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1121-QSIVB,0,0,1,44,1,2,1,0,77.55,3412.2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4396-KLSEH,0,0,0,4,0,0,1,1,19.85,79.4,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3244-DCJWY,0,0,0,1,2,0,1,1,70.25,70.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824-MYYBN,0,1,1,37,2,0,1,1,95.25,3524.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0875-CABNR,1,0,0,10,2,0,1,3,84.6,846.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6345-HOVES,0,0,0,34,1,0,1,2,25.05,851.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8318-LCNBW,0,1,0,35,1,2,0,3,53.15,1860.25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6469-QJKZW,0,1,0,4,0,0,0,1,20.15,80.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0147-ESWWR,1,1,0,39,2,0,1,1,101.25,3948.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1217-VASWC,1,1,0,43,2,2,1,2,100.55,4323.65,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7812-FZHPE,0,1,1,17,0,0,0,0,24.1,409.70000000000005,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6370-ZVHDV,0,1,0,61,0,1,0,2,25.3,1543.3,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5915-DGNVC,0,1,0,49,1,2,0,1,71.8,3518.2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6260-XLACS,0,0,0,4,0,2,0,0,19.7,78.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3566-CAAYU,0,1,1,64,1,1,0,1,49.85,3190.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4983-CCWMC,0,0,0,3,2,0,1,0,69.6,208.79999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9103-CXVOK,0,1,1,1,0,0,0,1,19.75,19.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2896-TBNBE,0,1,0,40,2,2,0,1,80.8,3232.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4797-AXPXK,0,0,1,1,1,0,1,1,60.0,60.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5229-PRWKT,0,0,0,8,2,0,1,1,86.55,692.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6982-UQZLY,1,1,0,1,0,0,1,0,20.85,20.85,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2522-WLNSF,1,1,0,34,1,2,0,2,64.2,2182.8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3841-CONLJ,0,1,0,1,1,0,0,1,35.0,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5057-LCOUI,0,0,0,39,1,0,1,1,50.75,1979.25,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0193-ESZXP,1,1,0,58,2,2,1,3,105.5,6119.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4475-NVTLU,0,1,1,45,0,1,0,1,19.2,864.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4369-HTUIF,1,0,0,6,2,0,1,2,85.15,510.90000000000003,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9386-LDCZR,0,0,0,43,2,2,1,3,90.65,3897.9500000000003,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9585-KKMFD,0,1,1,41,0,1,1,0,20.0,820.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5399-ZIMKF,0,0,0,5,2,0,1,1,74.65,373.25,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
