SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
5671-RQRLP,1,1,0,70,2,1,1,3,75.65,5295.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9959-WOFKT,0,0,1,71,2,1,0,2,106.7,7575.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1208-NBVFH,0,1,1,20,1,0,1,1,49.6,992.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6976-BWGLQ,0,1,1,72,0,1,0,2,25.2,1814.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2178-PMGCJ,0,0,0,22,2,0,1,0,69.7,1533.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7610-TVOPG,0,0,0,15,0,0,1,1,26.35,395.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7240-ETPTR,0,1,0,9,1,0,1,1,48.75,438.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6518-LGAOV,0,1,0,38,2,0,1,1,105.0,3990.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2826-DXLQO,1,1,0,7,1,0,0,2,29.8,208.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5949-HGVJL,0,1,0,26,1,0,1,1,73.05,1899.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3489-VSFRD,0,0,0,56,1,2,1,3,60.25,3374.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2812-REYAT,0,1,0,49,0,2,1,2,20.05,982.45,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9633-XQABV,0,0,0,3,2,0,1,1,70.25,210.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4102-OQUPX,1,1,0,1,2,0,1,1,74.4,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900-PHPLN,1,1,0,70,0,1,1,3,19.55,1368.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9894-QMIMJ,0,0,0,23,1,2,0,2,55.8,1283.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7596-ZYWBB,0,0,0,65,1,1,1,0,59.6,3874.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5440-FLBQG,1,1,0,69,2,1,1,2,108.4,7479.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3063-QFSZL,0,0,0,1,1,0,1,1,55.4,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4873-ILOLJ,0,0,0,24,2,0,1,1,90.35,2168.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3003-CMDUU,0,1,0,25,2,0,1,1,95.15,2378.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7279-NMVJC,0,0,0,17,0,2,0,2,19.9,338.29999999999995,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6478-HRRCZ,0,1,0,32,1,2,0,0,70.5,2256.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3678-MNGZX,0,1,1,68,0,1,0,2,19.95,1356.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5902-WBLSE,0,1,1,70,0,1,1,3,20.15,1410.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7722-CVFXN,0,1,1,54,2,2,1,1,105.2,5680.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2223-KAGMX,0,0,0,15,0,0,0,2,19.4,291.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9803-FTJCG,0,1,1,71,1,2,1,3,66.85,4746.349999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6060-QBMGV,0,1,0,70,0,1,0,3,19.85,1389.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2858-EIMXH,1,1,0,53,2,2,1,3,95.85,5080.049999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4741-WWJQZ,0,1,0,2,2,0,1,1,80.15,160.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9845-PEEKO,1,0,0,59,2,1,1,3,79.2,4672.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9167-APMXZ,0,0,0,22,2,0,1,2,84.15,1851.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9800-ONTFE,0,1,1,22,2,0,1,2,75.8,1667.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3621-CHYVB,0,1,0,57,1,0,1,2,49.9,2844.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3177-LASXD,0,0,0,1,2,0,0,1,71.35,71.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465-VINDH,0,1,1,10,2,0,1,3,102.1,1021.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2055-SIFSS,1,1,0,55,1,0,0,2,51.65,2840.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0804-YGEQV,0,1,1,43,0,2,1,2,24.45,1051.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3346-BRMIS,1,1,0,18,1,0,1,1,48.35,870.3000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3130-ICDUP,0,0,1,2,2,0,0,3,80.55,161.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0732-OCQOC,0,1,1,52,0,1,1,2,25.05,1302.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4012-YCFAI,0,1,0,60,1,1,1,0,61.35,3681.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7346-MEDWM,0,0,0,59,2,0,1,1,83.25,4911.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7036-TYDEC,0,0,0,69,2,1,0,1,104.0,7176.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6615-NGGZJ,0,0,0,14,2,0,1,1,100.55,1407.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3441-CGZJH,0,1,1,43,1,2,1,3,60.4,2597.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0208-BPQEJ,0,1,1,12,0,0,0,2,19.4,232.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2229-DPMBI,0,1,1,8,0,1,0,0,19.5,156.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7159-FVYPK,0,1,1,3,1,0,1,2,69.15,207.45,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7544-ZVIKX,0,1,1,58,2,2,1,2,105.05,6092.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6366-XIVKZ,0,1,1,13,1,0,1,0,63.15,820.9499999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7137-NAXML,0,0,0,23,0,2,0,2,20.15,463.45,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7126-RBHSD,0,1,0,17,2,0,0,1,78.9,1341.3000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428-IEDPR,0,0,0,52,2,1,1,1,109.3,5683.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9465-RWMXL,0,1,0,32,2,0,1,1,78.9,2524.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2908-ZTPNF,0,0,0,36,1,0,1,2,34.85,1254.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4176-RELJR,1,0,0,67,0,1,0,3,25.1,1681.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3001-UNBTL,1,1,1,29,2,0,1,1,103.95,3014.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6067-NGCEU,0,0,0,65,2,0,1,3,111.05,7218.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2479-BRAMR,1,1,0,41,2,0,1,2,83.75,3433.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3161-ONRWK,0,1,1,60,1,2,1,2,65.85,3951.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6349-JDHQP,0,0,0,53,0,1,0,3,19.85,1052.0500000000002,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1619-YWUBB,0,1,0,68,0,1,1,3,24.95,1696.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2761-OCIAX,1,0,0,2,2,0,1,1,74.7,149.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683-JXWQQ,0,1,1,61,1,0,0,2,33.6,2049.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9585-KKMFD,0,1,1,41,0,1,1,0,20.0,820.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7524-VRLPL,1,0,0,69,1,1,0,3,74.1,5112.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3780-DDGSE,1,1,1,35,1,0,1,1,76.05,2661.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2207-OBZNX,0,0,0,7,1,0,1,0,51.0,357.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0023-UYUPN,1,1,0,50,0,2,0,1,25.2,1260.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5975-BAICR,0,1,1,36,1,2,1,3,63.7,2293.2000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2669-OIDSD,0,1,0,48,2,0,1,3,100.05,4802.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8146-QQKZH,0,1,0,71,1,1,0,2,81.85,5811.349999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2307-FYNNL,1,0,0,65,2,1,1,1,109.05,7088.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2985-FMWYF,0,0,0,23,2,0,1,1,93.5,2150.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5387-ASZNZ,1,0,0,66,1,2,1,3,63.85,4214.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5349-AZPEW,0,1,1,5,1,0,0,0,25.05,125.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9481-IEBZY,1,1,0,72,2,0,1,3,112.9,8128.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9818-XQCUV,0,0,0,2,0,0,0,0,20.35,40.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3750-RNQKR,0,0,0,12,0,0,0,0,19.45,233.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5442-UTCVD,0,0,1,3,2,0,0,1,91.85,275.54999999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3649-JPUGY,0,0,0,72,1,1,1,2,88.6,6379.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2195-VVRJF,1,1,0,18,1,0,1,3,59.1,1063.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1271-UODNO,0,0,0,39,1,1,1,3,53.85,2100.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0118-JPNOY,1,0,0,26,2,0,1,3,85.8,2230.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9499-XPZXM,0,1,0,72,1,1,0,2,64.75,4662.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7343-EOBEU,0,1,0,3,0,0,1,0,23.6,70.80000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3877-JRJIP,0,0,0,1,1,0,1,1,59.85,59.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5498-TXHLF,0,1,1,34,2,0,0,1,87.45,2973.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3969-GYXEL,0,0,0,11,2,0,0,1,76.4,840.4000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730-DBDSI,0,0,0,66,0,1,0,2,19.7,1300.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2868-SNELZ,0,0,0,2,2,0,0,0,80.6,161.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7797-EJMDP,0,0,0,8,1,0,0,2,66.05,528.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4067-HLYQI,0,0,0,33,2,0,1,2,70.4,2323.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231-LZUYM,0,1,0,72,0,1,0,2,25.65,1846.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3638-WEABW,0,1,0,58,1,1,1,3,59.9,3474.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5060-TQUQN,0,1,1,30,2,0,1,2,83.55,2506.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7802-EFKNY,0,1,0,5,1,0,1,1,24.95,124.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7576-JMYWV,1,1,1,46,2,0,1,1,110.2,5069.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3496-LFSZU,0,1,0,4,2,0,0,1,70.5,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4795-WRNVT,0,0,0,40,1,0,0,0,65.1,2604.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3938-YFPXD,0,0,0,72,1,1,0,3,84.3,6069.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6651-AZVTJ,0,1,1,49,2,0,1,1,99.8,4890.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3658-KIBGF,0,0,0,1,1,0,1,1,54.9,54.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4143-HHPMK,0,0,0,52,2,0,1,1,85.35,4438.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4821-WQOYN,0,1,1,72,0,1,1,3,20.1,1447.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4291-HYEBC,1,1,1,28,1,2,1,1,39.1,1094.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8849-AYPTR,0,1,0,33,2,0,0,1,91.25,3011.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3898-BSJYF,0,0,1,10,1,2,0,3,73.55,735.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7562-GSUHK,0,0,0,16,2,0,1,3,93.2,1491.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3523-QRQLL,0,1,1,22,1,2,1,2,69.5,1529.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9661-JALZV,0,0,0,58,0,1,1,3,24.7,1432.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4670-TABXH,0,1,0,72,2,1,1,3,109.75,7902.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7966-YOTQW,0,0,0,10,1,0,1,3,54.5,545.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3694-GLTJM,0,0,0,5,0,0,1,3,19.65,98.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8835-VSDSE,0,1,0,2,2,0,1,1,70.7,141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3721-CNEYS,0,0,0,2,2,0,1,1,70.95,141.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9667-TKTVZ,0,0,0,2,1,0,1,0,54.35,108.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2927-CVULT,0,1,1,53,2,1,1,2,104.05,5514.65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6595-YGXIT,1,0,0,25,2,0,1,1,88.95,2223.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0864-FVJNJ,0,1,1,64,2,2,0,1,113.35,7254.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4537-DKTAL,0,0,0,2,1,0,0,1,45.55,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3466-WAESX,0,0,1,16,1,0,1,1,69.1,1105.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2483-XSSMZ,0,0,0,39,1,2,1,1,47.85,1866.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4163-KIUHY,0,0,0,35,0,0,1,1,25.6,896.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8486-AYEQH,0,0,0,31,2,0,1,1,76.05,2357.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0516-WJVXC,0,0,0,5,1,0,0,1,54.2,271.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5304-EFJLP,1,1,0,72,2,1,1,2,111.65,8038.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4137-BTIKL,0,0,0,2,2,0,0,0,90.75,181.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2863-IMQDR,0,0,0,61,1,1,0,1,89.65,5468.650000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2930-UOTMB,0,0,0,31,1,0,0,3,65.25,2022.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5673-TIYIB,0,0,0,2,1,0,1,3,40.4,80.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3645-DEYGF,0,0,1,1,0,0,0,0,20.75,20.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1099-GODLO,0,1,1,1,0,1,0,0,20.35,20.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1955-IBMMB,0,0,0,59,0,1,1,2,20.2,1191.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6857-VWJDT,0,0,0,1,2,0,0,0,95.65,95.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6410-LEFEN,0,0,0,9,1,0,0,1,45.15,406.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6692-UDPJC,0,1,1,14,2,0,1,1,91.65,1283.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7858-GTZSP,0,0,0,12,2,0,1,1,86.55,1038.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5232-NXPAY,0,0,0,47,1,1,0,0,74.45,3499.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1355-KUSBG,0,1,1,7,1,0,0,1,48.8,341.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174-FGIFN,0,1,1,28,2,2,1,1,90.45,2532.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8750-QWZAJ,0,1,1,70,0,1,0,2,19.8,1386.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7850-THJMU,0,1,1,26,0,1,0,3,19.65,510.9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0310-MVLET,0,1,1,61,2,0,1,1,99.15,6048.150000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2623-DRYAM,0,1,0,70,2,2,1,1,101.75,7122.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1905-OEILC,0,0,0,1,0,0,0,0,19.5,19.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6899-PPEEA,1,0,0,37,2,0,1,1,96.55,3572.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3104-OWCGK,0,1,1,60,2,2,0,1,90.95,5457.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5287-QWLKY,1,1,1,71,2,0,1,3,105.1,7462.099999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2603-HVKCG,0,0,0,31,2,0,1,1,101.4,3143.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9845-QOMAD,0,1,1,14,0,2,0,0,19.75,276.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4816-OKWNX,0,1,1,50,2,2,1,2,103.4,5170.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9103-CXVOK,0,1,1,1,0,0,0,1,19.75,19.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2845-AFFTX,1,1,0,41,2,0,1,1,99.8,4091.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7776-QWNFX,1,1,0,30,1,0,1,2,50.4,1512.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468-DEFNC,1,1,1,64,0,1,1,2,24.4,1561.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7905-NJMXS,1,1,0,7,1,0,0,1,64.2,449.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1866-OBPNR,0,1,1,1,2,0,0,3,74.6,74.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3720-DBRWL,0,1,0,51,1,1,1,3,83.85,4276.349999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5073-RZGBK,0,1,1,50,1,2,1,2,80.05,4002.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0129-QMPDR,0,1,1,44,0,2,1,2,20.5,902.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2560-PPCHE,0,0,0,65,2,2,1,2,105.05,6828.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1496-GGSUK,1,0,0,1,1,0,1,0,25.7,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4671-LXRDQ,0,0,0,2,1,0,1,0,45.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9432-RUVSL,0,0,0,48,2,1,1,3,102.5,4920.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3992-YWPKO,0,0,0,6,2,0,1,3,109.9,659.4000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
