tenure,InternetService,Contract,TotalCharges,OnlineSecurity_No internet service,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
3549-ZTMNH,12,0,1,288.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7881-INRLC,45,2,0,4538.25,0.0,0.0,0.0,0.0,0.0,0.0,1
8033-ATFAS,39,1,0,2334.15,0.0,0.0,0.0,0.0,0.0,0.0,0
1635-NZATJ,71,0,1,1806.95,1.0,1.0,1.0,1.0,1.0,1.0,0
0562-HKHML,71,0,1,1696.8999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
8277-RVRSV,33,0,2,796.9499999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
9943-VSZUV,67,2,0,5071.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
0117-LFRMW,37,1,0,1487.4,0.0,0.0,0.0,0.0,0.0,0.0,1
6172-FECYY,49,2,0,4140.5,0.0,0.0,0.0,0.0,0.0,0.0,1
7054-ENNGU,9,1,0,457.65000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
1455-HFBXA,52,2,1,4763.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9402-CXWPL,70,2,2,6923.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1628-BIZYP,1,2,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1965-AKTSX,14,2,0,1105.3,0.0,0.0,0.0,0.0,0.0,0.0,1
0082-LDZUE,1,1,0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0
4786-UKSNZ,1,0,0,20.2,1.0,1.0,1.0,1.0,1.0,1.0,1
5343-SGUBI,52,2,2,4170.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
0856-NAOES,6,1,0,365.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1976-AZZPJ,7,1,0,239.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
7248-VZQLC,47,2,0,4004.4,0.0,0.0,0.0,0.0,0.0,0.0,1
6156-UZDLF,26,2,2,2265.9,0.0,0.0,0.0,0.0,0.0,0.0,0
3099-OONVS,25,1,0,1357.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9500-WBGRP,69,0,1,1317.9,1.0,1.0,1.0,1.0,1.0,1.0,0
5183-KLYEM,72,2,1,8118.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5144-PQCDZ,4,0,0,79.8,1.0,1.0,1.0,1.0,1.0,1.0,0
8514-VZHEB,59,0,1,1150.5,1.0,1.0,1.0,1.0,1.0,1.0,0
6625-IUTTT,67,1,1,4391.849999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
9355-NPPFS,26,2,0,2048.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
0068-FIGTF,27,1,2,2111.4,0.0,0.0,0.0,0.0,0.0,0.0,0
5965-GGPRW,72,2,1,7578.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8035-PWSEV,6,2,0,535.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2236-HILPA,62,0,1,1280.3,1.0,1.0,1.0,1.0,1.0,1.0,0
1840-BIUOG,20,1,2,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1356-MKYSK,6,1,0,471.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
6080-LNESI,51,0,1,1262.25,1.0,1.0,1.0,1.0,1.0,1.0,0
1830-IPXVJ,61,0,1,1204.75,1.0,1.0,1.0,1.0,1.0,1.0,0
5828-DWPIL,62,2,0,5524.2,0.0,0.0,0.0,0.0,0.0,0.0,0
8398-TBIYD,72,2,1,6098.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
0011-IGKFF,13,2,0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4192-GORJT,5,2,0,472.25,0.0,0.0,0.0,0.0,0.0,0.0,1
6496-SLWHQ,3,2,0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9912-GVSEQ,26,2,0,2440.1,0.0,0.0,0.0,0.0,0.0,0.0,1
2931-FSOHN,13,1,0,778.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
9418-RUKPH,38,0,1,758.1,1.0,1.0,1.0,1.0,1.0,1.0,0
5383-MMTWC,8,2,0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9971-ZWPBF,34,2,0,3702.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0
4712-AUQZO,18,1,0,604.8000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9711-FJTBX,56,2,2,4807.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2908-ZTPNF,36,1,0,1254.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7240-ETPTR,9,1,0,438.75,0.0,0.0,0.0,0.0,0.0,0.0,1
2202-CUYXZ,1,2,0,84.85,0.0,0.0,0.0,0.0,0.0,0.0,1
5995-OIGLP,12,1,0,679.8,0.0,0.0,0.0,0.0,0.0,0.0,1
8421-WZOOW,57,2,0,5432.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
6261-RCVNS,42,1,2,3103.8,0.0,0.0,0.0,0.0,0.0,0.0,1
7951-QKZPL,33,0,1,808.5,1.0,1.0,1.0,1.0,1.0,1.0,1
1414-YADCW,70,2,1,5922.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8756-RDDLT,68,1,0,3056.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0
2862-PFNIK,1,1,0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0
5816-QVHRX,37,2,0,3711.1,0.0,0.0,0.0,0.0,0.0,0.0,0
4430-YHXGG,4,0,0,101.8,1.0,1.0,1.0,1.0,1.0,1.0,0
6888-SBYAI,1,1,0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0
7395-XWZOY,20,1,0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7169-YWAMK,72,1,1,4924.8,0.0,0.0,0.0,0.0,0.0,0.0,0
3640-PHQXK,31,2,0,2786.9,0.0,0.0,0.0,0.0,0.0,0.0,1
6877-LGWXO,18,2,0,1413.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
6859-RKMZJ,11,1,0,605.55,0.0,0.0,0.0,0.0,0.0,0.0,0
2729-VNVAP,33,0,1,653.4,1.0,1.0,1.0,1.0,1.0,1.0,0
2957-JIRMN,62,2,2,5235.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
2049-BAFNW,1,1,0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0
3842-QTGDL,16,2,0,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7163-OCEQI,22,1,2,1730.3000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
9782-LGXMC,49,1,0,3025.75,0.0,0.0,0.0,0.0,0.0,0.0,0
5975-BAICR,36,1,2,2293.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
8019-ENHXU,42,2,0,4176.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
5167-GBFRE,4,1,0,100.8,0.0,0.0,0.0,0.0,0.0,0.0,1
9033-EOXWV,12,1,2,888.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
4673-KKSLS,31,2,0,2715.6,0.0,0.0,0.0,0.0,0.0,0.0,0
4853-OITSN,5,2,0,445.75,0.0,0.0,0.0,0.0,0.0,0.0,0
9800-OUIGR,66,0,1,1320.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1324-NLTJE,15,1,0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2324-EFHVG,64,2,1,6681.6,0.0,0.0,0.0,0.0,0.0,0.0,0
7094-MSZAO,10,0,0,200.5,1.0,1.0,1.0,1.0,1.0,1.0,0
1522-VVDMG,7,2,0,628.25,0.0,0.0,0.0,0.0,0.0,0.0,1
6907-CQGPN,29,1,0,994.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
0780-XNZFN,57,0,1,1177.05,1.0,1.0,1.0,1.0,1.0,1.0,0
0239-OXEXL,46,2,0,3875.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2675-IJRGJ,53,0,1,1041.4499999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
7049-GKVZY,17,1,2,1357.4499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0
8577-QSOCG,38,0,1,767.6,1.0,1.0,1.0,1.0,1.0,1.0,0
3721-CNZHX,15,0,2,297.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0212-ISBBF,22,1,0,1107.7,0.0,0.0,0.0,0.0,0.0,0.0,0
9185-TQCVP,14,2,0,1192.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
3585-YNADK,57,1,2,4252.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5271-DBYSJ,11,2,0,870.6500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
1099-GODLO,1,0,1,20.35,1.0,1.0,1.0,1.0,1.0,1.0,0
6828-HMKWP,12,0,1,252.60000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0
5567-WSELE,3,2,0,283.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1
1472-TNCWL,36,2,0,3409.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
8063-RJYNF,16,2,0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0687-ZVTHB,65,1,2,4709.25,0.0,0.0,0.0,0.0,0.0,0.0,1
2080-GKCWQ,2,2,0,149.9,0.0,0.0,0.0,0.0,0.0,0.0,0
9661-ACXBS,42,2,0,4418.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
2193-SFWQW,72,2,1,8060.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
5656-JAMLX,62,0,1,1230.7,1.0,1.0,1.0,1.0,1.0,1.0,0
3462-BJQQA,6,2,0,538.5,0.0,0.0,0.0,0.0,0.0,0.0,0
0442-TDYUO,48,0,1,962.4000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
6733-LRIZX,35,2,1,3813.25,0.0,0.0,0.0,0.0,0.0,0.0,0
9503-XJUME,52,0,2,1021.8,1.0,1.0,1.0,1.0,1.0,1.0,0
4367-NHWMM,1,1,0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0
3727-RJMEO,6,2,0,497.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1
3779-OSWCF,71,1,1,6617.2,0.0,0.0,0.0,0.0,0.0,0.0,0
6736-DHUQI,67,2,2,5681.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
3915-ODIYG,60,1,2,4305.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1360-RCYRT,23,1,0,698.0500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
2724-FJDYW,39,1,2,2139.15,0.0,0.0,0.0,0.0,0.0,0.0,0
4451-RWASJ,15,0,2,292.5,1.0,1.0,1.0,1.0,1.0,1.0,0
6646-VRFOL,53,2,0,5504.049999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
3460-TJBWI,24,0,1,580.8,1.0,1.0,1.0,1.0,1.0,1.0,0
5917-HBSDW,37,0,0,715.95,1.0,1.0,1.0,1.0,1.0,1.0,0
5685-IIXLY,5,2,0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5671-UUNXD,50,2,2,5032.5,0.0,0.0,0.0,0.0,0.0,0.0,0
0956-ACVZC,54,2,2,5081.4,0.0,0.0,0.0,0.0,0.0,0.0,0
2325-NBPZG,3,2,0,223.64999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0
4250-ZBWLV,68,2,2,7374.6,0.0,0.0,0.0,0.0,0.0,0.0,1
4482-FTFFX,5,1,0,280.75,0.0,0.0,0.0,0.0,0.0,0.0,0
8859-DZTGQ,33,0,1,671.5500000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
0440-MOGPM,41,1,2,3302.5499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
0020-JDNXP,34,1,2,2082.5,0.0,0.0,0.0,0.0,0.0,0.0,0
3752-CQSJI,13,0,0,265.84999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0
5025-GOOKI,20,0,0,378.0,1.0,1.0,1.0,1.0,1.0,1.0,0
4698-KVLLG,51,0,1,999.6,1.0,1.0,1.0,1.0,1.0,1.0,0
5095-AESKG,3,2,0,274.5,0.0,0.0,0.0,0.0,0.0,0.0,1
2887-JPYLU,41,1,0,1853.2,0.0,0.0,0.0,0.0,0.0,0.0,0
4770-QAZXN,13,0,0,252.85,1.0,1.0,1.0,1.0,1.0,1.0,0
4896-CPRPF,35,0,1,890.75,1.0,1.0,1.0,1.0,1.0,1.0,0
1871-MOWRM,12,2,0,970.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
9714-EDSUC,4,2,0,379.6,0.0,0.0,0.0,0.0,0.0,0.0,0
2027-OAQQC,43,1,0,2109.15,0.0,0.0,0.0,0.0,0.0,0.0,1
0282-NVSJS,12,1,0,351.6,0.0,0.0,0.0,0.0,0.0,0.0,0
9090-SGQXL,68,2,0,7160.4,0.0,0.0,0.0,0.0,0.0,0.0,1
6595-YGXIT,25,2,0,2223.75,0.0,0.0,0.0,0.0,0.0,0.0,1
7353-YOWFP,7,0,2,141.75,1.0,1.0,1.0,1.0,1.0,1.0,0
9835-ZIITK,66,2,2,7316.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
8008-ESFLK,53,2,2,5856.5,0.0,0.0,0.0,0.0,0.0,0.0,0
7537-CBQUZ,63,2,0,6892.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
1555-DJEQW,70,2,1,7994.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5649-TJHOV,27,1,0,985.5,0.0,0.0,0.0,0.0,0.0,0.0,1
0519-XUZJU,1,2,0,70.75,0.0,0.0,0.0,0.0,0.0,0.0,1
3363-EWLGO,5,0,0,99.75,1.0,1.0,1.0,1.0,1.0,1.0,0
4750-UKWJK,37,0,2,725.2,1.0,1.0,1.0,1.0,1.0,1.0,0
6338-AVWCY,3,1,0,120.44999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
1689-YQBYY,12,2,0,919.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4487-ZYJZK,38,0,2,744.8000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
2959-FENLU,9,2,0,767.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
0708-LGSMF,13,1,0,856.05,0.0,0.0,0.0,0.0,0.0,0.0,0
9253-QXKBE,29,2,0,2739.05,0.0,0.0,0.0,0.0,0.0,0.0,1
7634-HLQJR,47,0,1,942.35,1.0,1.0,1.0,1.0,1.0,1.0,0
0487-RPVUM,61,2,0,6063.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
4079-ULGFR,16,0,0,320.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2516-XSJKX,41,1,1,3216.4500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
0057-QBUQH,43,0,1,1079.3,1.0,1.0,1.0,1.0,1.0,1.0,0
9445-SZLCH,36,2,0,3504.6,0.0,0.0,0.0,0.0,0.0,0.0,1
6599-SFQVE,6,1,0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8331-ZXFOE,58,1,2,4123.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4003-FUSHP,19,1,0,1169.45,0.0,0.0,0.0,0.0,0.0,0.0,0
0356-ERHVT,11,1,0,504.9,0.0,0.0,0.0,0.0,0.0,0.0,0
7325-ENZFI,39,1,2,1571.6999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0
4884-ZTHVF,8,2,0,696.8,0.0,0.0,0.0,0.0,0.0,0.0,0
3920-HIHMQ,26,1,0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3055-OYMSE,53,2,0,3911.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0
0613-WUXUM,70,0,1,1344.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7568-PODML,1,1,0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,1
4458-KVRBJ,59,0,1,1475.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5349-IECLD,2,2,0,189.9,0.0,0.0,0.0,0.0,0.0,0.0,1
1397-XKKWR,7,1,2,247.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
3945-GFWQL,12,1,0,534.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
8097-OMULG,59,1,2,4528.25,0.0,0.0,0.0,0.0,0.0,0.0,0
6013-BHCAW,61,1,1,4941.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0401-WDBXM,72,2,1,7599.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
3387-PLKUI,13,0,0,244.4,1.0,1.0,1.0,1.0,1.0,1.0,0
6096-EGVTU,64,0,2,1593.6,1.0,1.0,1.0,1.0,1.0,1.0,0
3797-VTIDR,1,1,0,23.45,0.0,0.0,0.0,0.0,0.0,0.0,1
5081-NWSUP,10,1,2,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2580-ATZSQ,65,1,2,3987.75,0.0,0.0,0.0,0.0,0.0,0.0,0
8085-MSNLK,62,2,1,7064.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9691-HKOVS,55,1,2,4958.25,0.0,0.0,0.0,0.0,0.0,0.0,0
9881-VCZEP,25,1,0,1352.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9526-BIHHD,1,1,0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1
8757-TFHHJ,1,1,0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0
4523-WXCEF,59,2,0,5964.9,0.0,0.0,0.0,0.0,0.0,0.0,1
1468-DEFNC,64,0,1,1561.6,1.0,1.0,1.0,1.0,1.0,1.0,0
5119-KEPFY,36,2,0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8364-TRMMK,3,1,0,151.95,0.0,0.0,0.0,0.0,0.0,0.0,1
0916-KNFAJ,61,1,1,4263.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8319-QBEHW,26,1,2,1038.7,0.0,0.0,0.0,0.0,0.0,0.0,0
3063-QFSZL,1,1,0,55.4,0.0,0.0,0.0,0.0,0.0,0.0,1
8775-LHDJH,1,2,0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,1
9625-QNLUX,68,2,1,7021.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3097-NQYSN,2,2,0,173.7,0.0,0.0,0.0,0.0,0.0,0.0,1
4024-CSNBY,72,2,1,6786.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7110-BDTWG,71,1,1,3340.5499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
7493-GVFIO,57,0,1,1171.3500000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
0690-SRQID,4,0,0,78.6,1.0,1.0,1.0,1.0,1.0,1.0,0
9605-WGJVW,1,2,0,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9114-DPSIA,72,1,1,5832.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4700-UBQMV,21,1,2,1593.9,0.0,0.0,0.0,0.0,0.0,0.0,0
7711-GQBZC,71,0,1,1753.7,1.0,1.0,1.0,1.0,1.0,1.0,0
3565-UNOCC,29,2,0,2872.45,0.0,0.0,0.0,0.0,0.0,0.0,1
4627-MIHJH,69,2,1,7607.25,0.0,0.0,0.0,0.0,0.0,0.0,0
9795-NREXC,64,1,1,5440.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8573-CGOCC,16,0,0,316.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7356-AYNJP,4,0,2,95.6,1.0,1.0,1.0,1.0,1.0,1.0,0
9249-FXSCK,52,2,2,5785.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5493-SDRDQ,2,1,0,110.2,0.0,0.0,0.0,0.0,0.0,0.0,1
6286-SUUWT,1,0,0,19.95,1.0,1.0,1.0,1.0,1.0,1.0,0
4819-HJPIW,18,1,0,452.7,0.0,0.0,0.0,0.0,0.0,0.0,0
8654-DHAOW,2,1,0,108.3,0.0,0.0,0.0,0.0,0.0,0.0,0
5438-QMDDL,19,1,0,1136.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9812-GHVRI,40,2,0,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5553-AOINX,66,2,2,6923.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
1228-ZLNBX,21,2,0,1581.3,0.0,0.0,0.0,0.0,0.0,0.0,0
4226-KKDON,8,1,0,533.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3831-YCPUO,72,2,1,7884.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7445-WMRBW,48,1,2,3544.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
3308-DGHKL,69,0,1,1331.7,1.0,1.0,1.0,1.0,1.0,1.0,0
9924-JPRMC,72,2,1,8510.4,0.0,0.0,0.0,0.0,0.0,0.0,0
0080-EMYVY,14,1,2,720.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
6218-KNUBD,6,1,0,356.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0
7337-CINUD,8,0,1,156.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7609-NRNCA,17,0,2,332.35,1.0,1.0,1.0,1.0,1.0,1.0,0
0623-EJQEG,65,2,2,6080.75,0.0,0.0,0.0,0.0,0.0,0.0,0
7153-CHRBV,57,1,2,3380.1,0.0,0.0,0.0,0.0,0.0,0.0,0
0871-URUWO,13,2,0,1329.25,0.0,0.0,0.0,0.0,0.0,0.0,1
9190-MFJLN,19,2,0,1822.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
6198-PNNSZ,56,2,2,6148.8,0.0,0.0,0.0,0.0,0.0,0.0,0
3317-VLGQT,14,2,0,1093.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4132-POCZS,52,1,0,2074.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
5614-DNZCE,58,1,1,3764.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
1095-JUDTC,47,2,0,4467.349999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
3896-RCYYE,67,1,0,3577.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
9638-JIQYA,2,1,0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0
3258-SANFR,6,1,0,268.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0
3726-TBHQT,71,2,1,8094.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3190-ITQXP,46,0,1,931.5,1.0,1.0,1.0,1.0,1.0,1.0,0
0870-VEMYL,5,1,0,269.25,0.0,0.0,0.0,0.0,0.0,0.0,1
4833-QTJNO,67,2,0,5617.95,0.0,0.0,0.0,0.0,0.0,0.0,0
3039-MJSLN,3,0,0,60.599999999999994,1.0,1.0,1.0,1.0,1.0,1.0,0
0178-CIIKR,3,0,0,59.849999999999994,1.0,1.0,1.0,1.0,1.0,1.0,0
5385-SUIRI,52,2,0,5418.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
3982-XWFZQ,42,1,0,2110.5,0.0,0.0,0.0,0.0,0.0,0.0,1
5774-QPLTF,50,0,2,1017.5000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
2322-VCZHZ,23,2,0,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5010-IPEAQ,67,1,1,3631.4,0.0,0.0,0.0,0.0,0.0,0.0,0
4009-ALQFH,25,2,0,2487.5,0.0,0.0,0.0,0.0,0.0,0.0,1
6383-ZTSIW,39,2,2,3864.8999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0
8990-YOZLV,69,1,1,4616.1,0.0,0.0,0.0,0.0,0.0,0.0,0
3069-SSVSN,1,1,2,25.85,0.0,0.0,0.0,0.0,0.0,0.0,0
5222-IMUKT,32,2,0,2913.6,0.0,0.0,0.0,0.0,0.0,0.0,0
3627-FCRDW,9,2,0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7562-GSUHK,16,2,0,1491.2,0.0,0.0,0.0,0.0,0.0,0.0,1
6685-XSHHU,60,0,1,1257.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8901-UPRHR,72,2,1,7862.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
4903-UYAVB,5,0,0,96.75,1.0,1.0,1.0,1.0,1.0,1.0,1
0118-JPNOY,26,2,0,2230.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
6776-TLWOI,3,0,0,59.550000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1
3845-FXCYS,2,0,0,39.3,1.0,1.0,1.0,1.0,1.0,1.0,0
5857-XRECV,2,0,2,41.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0725-CXOTM,36,1,2,3227.4,0.0,0.0,0.0,0.0,0.0,0.0,0
4343-EJVQB,7,2,0,520.4499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
9000-PLFUZ,60,1,1,2967.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3427-GGZZI,19,2,0,1692.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
7779-ORAEL,45,1,1,3381.7500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0
0644-OQMDK,4,2,0,282.6,0.0,0.0,0.0,0.0,0.0,0.0,0
4077-CROMM,31,2,0,3230.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1
3154-CFSZG,47,2,0,4232.349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2868-MZAGQ,1,2,0,79.25,0.0,0.0,0.0,0.0,0.0,0.0,1
4847-QNOKA,1,1,0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,1
2220-IAHLS,1,0,0,19.4,1.0,1.0,1.0,1.0,1.0,1.0,0
1658-XUHBX,59,2,0,5236.25,0.0,0.0,0.0,0.0,0.0,0.0,0
6379-RXJRQ,10,2,0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2378-HTWFW,35,2,0,3185.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8650-RHRKE,4,1,0,118.6,0.0,0.0,0.0,0.0,0.0,0.0,1
4377-VDHYI,32,2,2,2905.6,0.0,0.0,0.0,0.0,0.0,0.0,0
0475-RIJEP,43,2,0,3347.5499999999997,0.0,0.0,0.0,0.0,0.0,0.0,1
1260-TTRXI,4,1,0,217.2,0.0,0.0,0.0,0.0,0.0,0.0,1
3719-TDVQB,54,0,1,1023.3,1.0,1.0,1.0,1.0,1.0,1.0,0
6328-ZPBGN,11,2,0,1046.65,0.0,0.0,0.0,0.0,0.0,0.0,1
0201-MIBOL,66,2,1,6758.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
4937-QPZPO,61,2,2,6093.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
2925-VDZHY,72,1,1,6386.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
6981-TDRFT,44,1,2,2389.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3413-CSSTH,41,1,0,2283.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
8033-VCZGH,50,2,2,5197.5,0.0,0.0,0.0,0.0,0.0,0.0,0
4789-KWMXN,47,2,2,5209.95,0.0,0.0,0.0,0.0,0.0,0.0,1
0224-NIJLP,8,0,1,161.2,1.0,1.0,1.0,1.0,1.0,1.0,0
7542-CYDDM,18,0,0,360.90000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0
4718-WXBGI,72,1,1,6620.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
